168
10
6,6,10,9.5,10,10,10,10,8.75,9.75,2
7,9,10,10,10,10,0,8,8.75,6.25,2
10,10,10,10,10,10,10,10,10,10,5
5,8,4.5,7.5,0,1,0,3,5.25,10,0
9,9.2,10,10,10,10,10,10,10,8.75,1
9,10,10,10,10,10,10,10,10,10,5
10,10,10,10,10,10,10,10,9.9,10,6
6,10,10,10,10,10,0,9.9,10,10,0
6,8.8,10,6,0,0,0,8,9,8.75,0
8,10,6,10,10,10,6,10,7,10,1
7,4,10,10,10,6,0,10,7,6,3
6,10,6,10,10,7.5,0,10,6,8,0
7,10,10,10,10,6,10,10,5,6,2
8,10,10,10,10,8,10,10,7,10,2
9,10,10,10,10,10,10,10,6,10,4
10,10,10,10,10,10,10,10,10,10,5
8,10,6,10,10,10,6,10,10,10,3
9,10,10,10,10,10,10,10,7,10,4
5,10,5,0,0,5,10,10,3,7,1
6,10,8,10,10,8,10,10,10,6,2
7,10,10,10,9.5,10,10,10,10,10,3
7,10,10,10,10,10,10,10,6,10,2
7,0,8,10,8,10,10,10,10,8,2
6,10,8,10,10,10,10,10,5,8,0
6,10,10,8,10,10,10,0,5,10,1
9,9.5,10,10,10,10,10,10,10,10,2
6,10,9.5,10,10,10,10,10,10,7,0
7,10,10,10,10,9.5,10,10,10,6,1
8,10,8,10,10,10,10,10,10,10,1
10,10,10,10,10,9.5,10,10,10,10,4
8,10,10,10,10,10,10,10,10,6,3
7,10,10,10,10,10,6,10,10,10,2
9,10,10,10,10,10,10,10,10,10,4
10,10,10,10,10,10,10,10,10,10,5
9,10,10,10,6,10,10,0,10,10,5
9,10,10,10,10,10,10,10,10,10,5
7,10,10,10,10,10,10,10,9,10,0
8,10,10,10,10,10,10,10,7,10,1
7,10,6,10,10,5,6,10,9.5,10,1
8,10,10,10,10,10,10,10,7,10,1
6,10,10,10,10,10,0,10,10,8,0
10,10,10,10,10,10,10,10,10,10,5
6,10,6,10,0,10,0,8,7,10,0
6,10,9.5,10,10,10,10,10,10,10,1
6,10,9.5,10,10,9,10,10,10,10,1
4,0,8.5,8,8.5,8,9.5,0,5,5,0
6,10,9,10,10,10,10,10,10,10,0
8,10,10,10,10,6,10,9,6,10,4
5,10,6,6,6,8,8,10,1,5,0
8,8,10,10,10,10,10,10,10,10,5
5,10,10,10,8,0,0,0,10,8,0
4,6,9.2,10,10,6,7,5.5,1,0,0
